CMDLINE c:\users\eduar\appdata\local\programs\python\python.exe .\algoritmos\forca_bruta.py pos .\samples\1000.lorem
MEM 1.589844 1574520183.5955
MEM 14.589844 1574520183.7071
MEM 22.132812 1574520183.8164
MEM 28.019531 1574520183.9254
MEM 34.519531 1574520184.0321
MEM 38.414062 1574520184.1403
